"Speaker","Rand","Position","Word","Durw","Vowel","Durvowel","stress"
"VF","rand4","final","remi",0.38,"i",0.12,0
"VF","rand4","final","pupi",0.45,"i",0.16,0
"VF","rand4","final","tito",0.4,"o",0.15,0
"VF","rand4","final","cile",0.4,"e",0.14,0
"VF","rand4","final","bara",0.41,"a",0.26,0
"VF","rand4","final","case",0.4,"e",0.17,0
"VM","rand2","final","mali",0.49,"i",0.09,0
"VM","rand2","final","toto'",0.32,"o",0.14,1
"VM","rand2","final","mimi'",0.37,"i",0.11,1
"VM","rand2","final","bepi",0.56,"i",0.17,0
"VM","rand2","final","case",0.46,"e",0.16,0
"VM","rand2","final","kali'",0.32,"i",0.14,1
"VM","rand2","final","tate",0.53,"e",0.1,0
"VM","rand2","final","para'",0.29,"a",0.1,1
"VM","rand2","final","falo'",0.34,"o",0.13,1
"VM","rand2","final","cile",0.48,"e",0.12,0
"VM","rand2","final","tana",0.42,"a",0.18,0
"VM","rand2","final","bide'",0.35,"e",0.14,1
"VM","rand2","final","meta'",0.33,"a",0.09,1
"VM","rand2","final","ramo",0.51,"o",0.15,0
"VM","rand2","final","pupi",0.51,"i",0.15,0
"VM","rand2","final","remi",0.43,"i",0.12,0
"VM","rand2","final","maro'",0.3,"o",0.13,1
"VM","rand2","final","nana'",0.35,"a",0.11,1
"VM","rand2","final","tito",0.42,"o",0.16,0
"VM","rand2","final","pipi'",0.37,"i",0.05,1
"VM","rand2","final","casa",0.48,"a",0.12,0
"VM","rand2","final","gile'",0.3,"e",0.11,1
"VM","rand2","final","sede",0.47,"e",0.1,0
"VM","rand2","final","pate'",0.4,"e",0.16,1
"VM","rand2","final","mose'",0.36,"e",0.17,1
"VM","rand2","final","kepi'",0.35,"i",0.14,1
"VM","rand2","final","sofa'",0.39,"a",0.06,1
"VM","rand2","final","rita",0.48,"a",0.17,0
"VM","rand2","final","palo",0.53,"o",0.12,0
"VM","rand2","final","como'",0.35,"o",0.1,1
"VM","rand2","final","bara",0.52,"a",0.15,0
"VM","rand2","final","baro",0.51,"o",0.11,0
